	loss	val_loss	learning_rate	epochs	kappa
0	646.6753916980557	680.2901329627404	1e-05	0	0.01
1	640.1292287731202	653.3529052734375	1e-05	1	0.01
2	638.8015202626515	645.9726797250601	1e-05	2	0.01
3	638.00045459727	642.2186373197115	1e-05	3	0.01
4	637.3981262802521	640.3881319486178	1e-05	4	0.01
5	636.8707793764133	640.0148456280048	1e-05	5	0.01
6	636.363612618787	639.8413320688101	1e-05	6	0.01
7	635.8541253521989	639.8644643930288	1e-05	7	0.01
8	635.3483579447952	639.9539607121394	1e-05	8	0.01
9	634.7906123609812	639.7934053861178	1e-05	9	0.01
10	634.2090921113733	639.5779606745793	1e-05	10	0.01
11	633.6898936115987	639.7411499023438	1e-05	11	0.01
12	633.2216667458271	640.080087515024	1e-05	12	0.01
13	632.7792295707582	639.8378483698918	1e-05	13	0.01
14	632.3533005410405	639.3672767052284	1e-05	14	0.01
15	631.9511043289348	638.8094388521635	1e-05	15	0.01
16	631.5891536114135	638.1857112004207	1e-05	16	0.01
17	631.2550412235651	637.508291391226	1e-05	17	0.01
18	630.9464184792294	637.1199763371394	1e-05	18	0.01
19	630.6579125290998	636.9993380033053	1e-05	19	0.01
20	630.3780729317555	636.6849693885216	1e-05	20	0.01
21	630.1134799803825	635.3670466496394	1e-05	21	0.01
22	629.8644862854086	634.1081777719351	1e-05	22	0.01
23	629.621122406773	633.2485821063702	1e-05	23	0.01
24	629.4008595043834	633.4134615384615	1e-05	24	0.01
25	629.1694358244395	633.255849984976	1e-05	25	0.01
26	628.9663383288262	632.886465219351	1e-05	26	0.01
27	628.7730469461959	632.6557053786057	1e-05	27	0.01
28	628.5814659809736	631.6158869816707	1e-05	28	0.01
29	628.3978336327394	631.086195725661	1e-05	29	0.01
30	628.2313973380312	630.8109177809495	1e-05	30	0.01
31	628.0738231146643	630.5242215670072	1e-05	31	0.01
32	627.9257329651772	630.3969538762019	1e-05	32	0.01
33	627.7899938279567	630.3403930664062	1e-05	33	0.01
34	627.6661191287225	630.0718947190505	1e-05	34	0.01
35	627.5362406618259	630.0128455528846	1e-05	35	0.01
36	627.416198235161	629.9759474534255	1e-05	36	0.01
37	627.3036674368576	630.0885995718149	1e-05	37	0.01
38	627.1971941136965	630.0766132061298	1e-05	38	0.01
39	627.0952202590036	630.2499812199519	1e-05	39	0.01
40	626.9978988749759	630.2636296198918	1e-05	40	0.01
41	626.9129775573748	630.0115450345553	1e-05	41	0.01
42	626.8120492109634	629.2599205603966	1e-05	42	0.01
43	626.7261649753318	629.01220703125	1e-05	43	0.01
44	626.6421664776294	629.0242027869591	1e-05	44	0.01
45	626.5635470966998	629.1403432992788	1e-05	45	0.01
46	626.4897861420919	629.1571983924279	1e-05	46	0.01
47	626.4141502043127	629.0792189378005	1e-05	47	0.01
48	626.342276413726	628.9087242713341	1e-05	48	0.01
49	626.2786214334582	628.8873431865985	1e-05	49	0.01
