	loss	val_loss	learning_rate	epochs	kappa
0	708.0984008789062	706.5731506347656	1e-05	0	0.01
1	706.611572265625	705.1452941894531	1e-05	1	0.01
2	705.2828308105469	703.32177734375	1e-05	2	0.01
3	703.9292602539062	702.1811828613281	1e-05	3	0.01
4	702.6951049804687	701.0726623535156	1e-05	4	0.01
5	701.5259094238281	699.5497741699219	1e-05	5	0.01
6	700.4890869140625	698.8592224121094	1e-05	6	0.01
7	699.1729614257813	697.8352966308594	1e-05	7	0.01
8	698.0271789550782	696.8484802246094	1e-05	8	0.01
9	696.9417358398438	696.0414733886719	1e-05	9	0.01
10	696.0921875	695.0580444335938	1e-05	10	0.01
11	695.1366760253907	693.9428405761719	1e-05	11	0.01
12	694.2454223632812	693.2151794433594	1e-05	12	0.01
13	693.1970947265625	692.5444946289062	1e-05	13	0.01
14	692.2215393066406	691.666748046875	1e-05	14	0.01
15	691.4297912597656	690.9289855957031	1e-05	15	0.01
16	690.4860473632813	690.4541015625	1e-05	16	0.01
17	689.7418273925781	689.4464721679688	1e-05	17	0.01
18	688.9056213378906	688.9677734375	1e-05	18	0.01
19	688.1834899902344	688.1697387695312	1e-05	19	0.01
20	687.3903503417969	687.4679565429688	1e-05	20	0.01
21	686.65615234375	687.0127868652344	1e-05	21	0.01
22	685.9708068847656	686.2328491210938	1e-05	22	0.01
23	685.2947509765625	685.729248046875	1e-05	23	0.01
24	684.5288513183593	685.3255920410156	1e-05	24	0.01
25	683.793896484375	684.565185546875	1e-05	25	0.01
26	683.3817993164063	684.276611328125	1e-05	26	0.01
27	682.7171691894531	683.2699584960938	1e-05	27	0.01
28	682.0924743652344	683.1152038574219	1e-05	28	0.01
29	681.4896362304687	682.3573608398438	1e-05	29	0.01
30	680.8553771972656	681.8930358886719	1e-05	30	0.01
31	680.3075500488281	681.3488159179688	1e-05	31	0.01
32	679.7382080078125	680.9138793945312	1e-05	32	0.01
33	679.0621215820313	680.3478698730469	1e-05	33	0.01
34	678.7041931152344	679.848876953125	1e-05	34	0.01
35	678.0871154785157	679.3136901855469	1e-05	35	0.01
36	677.6128295898437	678.9344177246094	1e-05	36	0.01
37	677.1273132324219	678.5788269042969	1e-05	37	0.01
38	676.5916198730469	677.9229431152344	1e-05	38	0.01
39	676.1286193847657	677.6310424804688	1e-05	39	0.01
40	675.6449951171875	677.0738220214844	1e-05	40	0.01
41	675.2374816894531	676.6615905761719	1e-05	41	0.01
42	674.6919006347656	676.1847534179688	1e-05	42	0.01
43	674.2691528320313	675.8023376464844	1e-05	43	0.01
44	673.7768249511719	675.4229431152344	1e-05	44	0.01
45	673.3696472167969	675.1410217285156	1e-05	45	0.01
46	672.8764343261719	674.5614929199219	1e-05	46	0.01
47	672.5583129882813	674.2476806640625	1e-05	47	0.01
48	672.079052734375	673.6696472167969	1e-05	48	0.01
49	671.7947509765625	673.4170837402344	1e-05	49	0.01
50	671.388916015625	672.9739685058594	1e-05	50	0.01
51	670.981787109375	672.5909118652344	1e-05	51	0.01
52	670.5665832519531	672.2928771972656	1e-05	52	0.01
53	670.1136169433594	671.7494506835938	1e-05	53	0.01
54	669.8372924804687	671.2346496582031	1e-05	54	0.01
55	669.5143432617188	671.0010681152344	1e-05	55	0.01
56	669.1411376953125	670.4878845214844	1e-05	56	0.01
57	668.7305053710937	670.1898193359375	1e-05	57	0.01
58	668.3886657714844	670.0867004394531	1e-05	58	0.01
59	668.0290710449219	669.6636657714844	1e-05	59	0.01
60	667.7251586914062	669.2224731445312	1e-05	60	0.01
61	667.3828491210937	668.9852600097656	1e-05	61	0.01
62	667.1559692382813	668.5465087890625	1e-05	62	0.01
63	666.7862365722656	668.2315063476562	1e-05	63	0.01
64	666.442724609375	668.0645141601562	1e-05	64	0.01
65	666.1453247070312	667.5355834960938	1e-05	65	0.01
66	665.8560546875	667.348388671875	1e-05	66	0.01
67	665.4744201660156	666.7696838378906	1e-05	67	0.01
68	665.2290283203125	666.597900390625	1e-05	68	0.01
69	664.9758972167969	666.2038269042969	1e-05	69	0.01
70	664.6398498535157	665.9707336425781	1e-05	70	0.01
71	664.4177001953125	665.7054443359375	1e-05	71	0.01
72	664.0797485351562	665.1930541992188	1e-05	72	0.01
73	663.8749450683594	664.9598999023438	1e-05	73	0.01
74	663.5606567382813	664.703125	1e-05	74	0.01
75	663.3287231445313	664.3857727050781	1e-05	75	0.01
