	loss	val_loss	learning_rate	epochs	kappa
0	648.0160324394298	760.4393451397235	1e-05	0	0.01
1	642.1870260163186	690.3491727388822	1e-05	1	0.01
2	641.4811385593135	667.4945397010216	1e-05	2	0.01
3	641.0516724767708	651.9981079101562	1e-05	3	0.01
4	640.7411647420486	645.7838557316707	1e-05	4	0.01
5	640.4907349817497	643.3438767653245	1e-05	5	0.01
6	640.2756460223077	641.8299983097957	1e-05	6	0.01
7	640.0783875724214	640.7391451322115	1e-05	7	0.01
8	639.8962270494442	640.0939049353966	1e-05	8	0.01
9	639.7302777905905	639.5955575796274	1e-05	9	0.01
10	639.575158421421	639.2456524188702	1e-05	10	0.01
11	639.4280836723167	639.0370389498197	1e-05	11	0.01
12	639.2941174918152	638.9637967623197	1e-05	12	0.01
13	639.171187513929	638.9592848557693	1e-05	13	0.01
14	639.0488006133485	638.971933218149	1e-05	14	0.01
15	638.9309529130697	639.135981633113	1e-05	15	0.01
16	638.8206053671712	639.1520338792068	1e-05	16	0.01
17	638.700046093595	639.1120417668269	1e-05	17	0.01
18	638.5944615402395	639.0633732722356	1e-05	18	0.01
19	638.4818962402171	638.9729989858774	1e-05	19	0.01
20	638.3737054460938	638.8693425105168	1e-05	20	0.01
21	638.2654881759582	638.1666729266827	1e-05	21	0.01
22	638.1732220581919	637.7293278620793	1e-05	22	0.01
23	638.0696802316255	637.5634483924279	1e-05	23	0.01
24	637.9737106976515	637.5823270357572	1e-05	24	0.01
25	637.8683993971143	637.3350172776443	1e-05	25	0.01
26	637.7779604227054	637.2283935546875	1e-05	26	0.01
27	637.6856075081814	637.1359581580529	1e-05	27	0.01
28	637.5910503205201	637.0735473632812	1e-05	28	0.01
29	637.4997447257789	637.0230008638822	1e-05	29	0.01
30	637.4104446446868	636.9879666841947	1e-05	30	0.01
31	637.323462777362	637.0015681340144	1e-05	31	0.01
32	637.2324944853832	636.963120680589	1e-05	32	0.01
33	637.1504221955466	636.8406747671274	1e-05	33	0.01
34	637.0699604775654	636.7969923753005	1e-05	34	0.01
35	636.9845300218349	636.7946401742788	1e-05	35	0.01
36	636.8968520600148	636.703627366286	1e-05	36	0.01
37	636.814363943371	636.658217210036	1e-05	37	0.01
38	636.7240135482073	636.600844163161	1e-05	38	0.01
39	636.6355421203789	636.6021916316106	1e-05	39	0.01
40	636.5491962115731	636.493159367488	1e-05	40	0.01
41	636.4657286410982	636.4411057692307	1e-05	41	0.01
42	636.3555279111864	636.3441209059495	1e-05	42	0.01
43	636.258798818776	636.1620436448318	1e-05	43	0.01
44	636.1557967048562	636.0637582632212	1e-05	44	0.01
45	636.0530010515716	635.9781728891226	1e-05	45	0.01
46	635.9496045942161	636.065903883714	1e-05	46	0.01
47	635.843133538948	635.9867272010216	1e-05	47	0.01
48	635.7433111150352	636.0300715519832	1e-05	48	0.01
49	635.646980449249	636.0199256310096	1e-05	49	0.01
50	635.5524968061331	636.2014864408053	1e-05	50	0.01
51	635.4627168945628	636.3128662109375	1e-05	51	0.01
52	635.3817502767945	636.2385488656851	1e-05	52	0.01
53	635.3044317859063	635.9230769230769	1e-05	53	0.01
54	635.2200571218772	635.8080397385818	1e-05	54	0.01
55	635.1380669918126	635.7728459284856	1e-05	55	0.01
56	635.0601051394892	635.7978891225962	1e-05	56	0.01
57	634.9815937742375	635.9408052884615	1e-05	57	0.01
58	634.9111544588454	635.7583759014423	1e-05	58	0.01
59	634.8255639495385	635.6483952448918	1e-05	59	0.01
60	634.7443436371291	635.4808161808894	1e-05	60	0.01
61	634.6774684753082	635.3397216796875	1e-05	61	0.01
62	634.5976402865057	635.2244966947115	1e-05	62	0.01
63	634.5284994774867	635.4758864182693	1e-05	63	0.01
64	634.4505716007103	635.7092472956731	1e-05	64	0.01
65	634.3788212929702	635.9930936373197	1e-05	65	0.01
66	634.3093847993007	636.2573805588943	1e-05	66	0.01
67	634.2490206192805	636.2526151216947	1e-05	67	0.01
68	634.1825730773015	636.3392333984375	1e-05	68	0.01
69	634.1015553341409	636.1823918269231	1e-05	69	0.01
70	634.0242768810907	635.9194617638221	1e-05	70	0.01
71	633.9753179644011	636.0382127028245	1e-05	71	0.01
72	633.9043427148424	635.9107196514423	1e-05	72	0.01
73	633.8340773330729	635.8054856520432	1e-05	73	0.01
74	633.7740725913602	635.8480975811298	1e-05	74	0.01
75	633.7103929519025	635.9065645658053	1e-05	75	0.01
76	633.6484954613701	635.9199547400841	1e-05	76	0.01
77	633.5789765366756	635.9847130408654	1e-05	77	0.01
78	633.5203978634376	636.2227830153245	1e-05	78	0.01
79	633.4621859474379	636.5687537560096	1e-05	79	0.01
80	633.419263415517	637.4024799053485	1e-05	80	0.01
81	633.3622185394457	638.4082266000601	1e-05	81	0.01
