	loss	val_loss	learning_rate	epochs	kappa
0	707.2400483630952	705.2834716796875	1e-05	0	0.01
1	704.4012102399554	702.2595336914062	1e-05	1	0.01
2	701.8819318498884	700.1527099609375	1e-05	2	0.01
3	699.4805704752604	697.543798828125	1e-05	3	0.01
4	697.2869873046875	695.6719970703125	1e-05	4	0.01
5	695.2699788411459	693.624169921875	1e-05	5	0.01
6	693.2546851748511	691.9417358398438	1e-05	6	0.01
7	691.380597795759	690.5145385742187	1e-05	7	0.01
8	689.7487357003348	688.9175903320313	1e-05	8	0.01
9	688.1365705217634	687.7743530273438	1e-05	9	0.01
10	686.6987072172619	686.34951171875	1e-05	10	0.01
11	685.1707066127232	685.0987060546875	1e-05	11	0.01
12	683.8096197219122	683.8907836914062	1e-05	12	0.01
13	682.5191301618304	682.642041015625	1e-05	13	0.01
14	681.2376796177456	681.823876953125	1e-05	14	0.01
15	680.0569109235491	680.66552734375	1e-05	15	0.01
16	679.0829758417038	679.4766845703125	1e-05	16	0.01
17	677.8575148809524	678.547900390625	1e-05	17	0.01
18	676.8810105096726	677.7237060546875	1e-05	18	0.01
19	675.8489234561011	676.6809936523438	1e-05	19	0.01
20	674.8999633789062	675.7755859375	1e-05	20	0.01
21	674.0529930478051	674.88115234375	1e-05	21	0.01
22	673.1066807338169	673.8587768554687	1e-05	22	0.01
23	672.2083594912574	673.2151123046875	1e-05	23	0.01
24	671.5354788643973	672.5421630859375	1e-05	24	0.01
25	670.7718970889136	671.645947265625	1e-05	25	0.01
26	669.9478294735864	670.9340942382812	1e-05	26	0.01
27	669.177995954241	670.2979614257813	1e-05	27	0.01
28	668.5223766508557	669.544287109375	1e-05	28	0.01
29	667.8248261951264	668.774560546875	1e-05	29	0.01
30	667.2169363839286	668.2483764648438	1e-05	30	0.01
31	666.5067516508557	667.643408203125	1e-05	31	0.01
32	665.9326898484003	666.9266479492187	1e-05	32	0.01
33	665.3070359002976	666.3354736328125	1e-05	33	0.01
34	664.7666451590402	665.61904296875	1e-05	34	0.01
35	664.2172299339658	665.039990234375	1e-05	35	0.01
36	663.6436040969122	664.4980590820312	1e-05	36	0.01
37	663.1427031017486	663.9662231445312	1e-05	37	0.01
38	662.6032017299107	663.3346923828125	1e-05	38	0.01
39	662.133777436756	662.9265014648438	1e-05	39	0.01
40	661.715343656994	662.5673095703125	1e-05	40	0.01
41	661.2420625232514	661.9281982421875	1e-05	41	0.01
42	660.7746436709449	661.5093505859375	1e-05	42	0.01
43	660.3520943777902	661.0985473632812	1e-05	43	0.01
44	659.8122035435268	660.5118530273437	1e-05	44	0.01
45	659.4893362862723	660.127392578125	1e-05	45	0.01
46	659.0964820498511	659.72373046875	1e-05	46	0.01
47	658.7078915550595	659.3537841796875	1e-05	47	0.01
48	658.2894199916294	658.8155883789062	1e-05	48	0.01
49	657.9845610119048	658.5409912109375	1e-05	49	0.01
50	657.6111973353794	657.9907470703125	1e-05	50	0.01
51	657.3037806919643	657.7364501953125	1e-05	51	0.01
52	656.9541916620163	657.3361206054688	1e-05	52	0.01
53	656.6277814592634	657.0129150390625	1e-05	53	0.01
54	656.2768147786459	656.7241943359375	1e-05	54	0.01
55	655.9579438709077	656.3880737304687	1e-05	55	0.01
56	655.6810564313616	656.0460083007813	1e-05	56	0.01
57	655.4388776506696	655.84501953125	1e-05	57	0.01
58	655.1602405366443	655.41435546875	1e-05	58	0.01
59	654.8091023763021	655.2611083984375	1e-05	59	0.01
60	654.5512172154018	654.8735473632812	1e-05	60	0.01
61	654.2927507672991	654.61357421875	1e-05	61	0.01
62	654.0186273484003	654.269140625	1e-05	62	0.01
63	653.8251865931919	654.0480712890625	1e-05	63	0.01
64	653.5551961263021	653.7377685546875	1e-05	64	0.01
65	653.2720365978423	653.440185546875	1e-05	65	0.01
66	653.0389724004837	653.14169921875	1e-05	66	0.01
67	652.7897716703869	653.0528076171875	1e-05	67	0.01
68	652.5735357375372	652.7078125	1e-05	68	0.01
69	652.3389253162202	652.5276733398438	1e-05	69	0.01
70	652.1349632626489	652.2067138671875	1e-05	70	0.01
71	651.9383108956473	651.9522338867188	1e-05	71	0.01
72	651.7046130952381	651.7330932617188	1e-05	72	0.01
73	651.5061296735491	651.7422485351562	1e-05	73	0.01
74	651.264665876116	651.4364868164063	1e-05	74	0.01
75	651.1182425362723	651.2410888671875	1e-05	75	0.01
76	650.9241187686011	651.090966796875	1e-05	76	0.01
77	650.6959548223587	650.9098388671875	1e-05	77	0.01
78	650.5229172479538	650.608447265625	1e-05	78	0.01
79	650.3169410342261	650.3721435546875	1e-05	79	0.01
80	650.1678292410714	650.2919677734375	1e-05	80	0.01
81	649.9181140718006	649.9945068359375	1e-05	81	0.01
82	649.7815144856771	649.8896728515625	1e-05	82	0.01
83	649.6432117280506	649.7435180664063	1e-05	83	0.01
84	649.4252028692337	649.42236328125	1e-05	84	0.01
85	649.22900390625	649.2278930664063	1e-05	85	0.01
86	649.0910906110491	649.0681274414062	1e-05	86	0.01
87	648.9457804361979	648.97333984375	1e-05	87	0.01
88	648.7545776367188	648.8159423828125	1e-05	88	0.01
89	648.631330217634	648.6886962890625	1e-05	89	0.01
90	648.468500046503	648.45771484375	1e-05	90	0.01
91	648.3130871000744	648.36884765625	1e-05	91	0.01
92	648.1459263392857	648.0821655273437	1e-05	92	0.01
93	647.9796636672247	647.9528564453125	1e-05	93	0.01
94	647.8333943684896	647.8293334960938	1e-05	94	0.01
95	647.7098243350074	647.7265869140625	1e-05	95	0.01
96	647.5385451543899	647.48203125	1e-05	96	0.01
97	647.4251563662574	647.4205444335937	1e-05	97	0.01
98	647.2673049200149	647.231005859375	1e-05	98	0.01
99	647.1015334356399	647.1493896484375	1e-05	99	0.01
