	drug	cell line	time point	count
751	BRD-K00640357	A375	6	4
752	BRD-K00640357	A549	24	4
753	BRD-K00640357	A549	6	7
754	BRD-K00640357	HA1E	24	7
755	BRD-K00640357	HA1E	6	4
756	BRD-K00640357	HCC515	24	4
757	BRD-K00640357	HCC515	6	4
758	BRD-K00640357	HEPG2	24	4
759	BRD-K00640357	HEPG2	6	4
760	BRD-K00640357	HT29	24	7
761	BRD-K00640357	HT29	6	4
762	BRD-K00640357	JURKAT	24	11
763	BRD-K00640357	JURKAT	6	8
764	BRD-K00640357	MCF7	24	4
765	BRD-K00640357	MCF7	6	7
766	BRD-K00640357	PC3	24	4
767	BRD-K00640357	PC3	6	7
768	BRD-K00640357	U266	24	4
769	BRD-K00640357	U266	6	4
770	BRD-K00799745	VCAP	24	2
771	BRD-K00799745	VCAP	6	2
772	BRD-K00819343	PC3	24	2
773	BRD-K00819343	VCAP	24	2
774	BRD-K00819343	VCAP	6	2
775	BRD-K00835201	A549	24	2
776	BRD-K00835201	HT29	24	2
777	BRD-K00835201	MCF7	24	2
778	BRD-K00835201	PC3	24	2
779	BRD-K00859238	A375	24	2
780	BRD-K00859238	A549	24	2
781	BRD-K00859238	HT29	24	2
782	BRD-K00859238	MCF7	24	2
783	BRD-K00859238	PC3	24	2
784	BRD-K01006500	A549	24	2
785	BRD-K01048110	A549	24	2
786	BRD-K01048110	HT29	24	2
787	BRD-K01048110	MCF7	24	2
788	BRD-K01048110	PC3	24	2
789	BRD-K01121114	A549	24	9
790	BRD-K01121114	A549	6	9
791	BRD-K01121114	MCF7	24	9
792	BRD-K01121114	MCF7	6	9
793	BRD-K01282863	MCF7	24	4
794	BRD-K01282863	MCF7	6	4
795	BRD-K01425313	VCAP	24	2
796	BRD-K01425313	VCAP	6	2
797	BRD-K01425431	PC3	24	2
798	BRD-K01477275	A375	24	2
799	BRD-K01477275	A549	24	2
800	BRD-K01477275	HT29	24	2
801	BRD-K01477275	MCF7	24	2
802	BRD-K01477275	PC3	24	2
803	BRD-K01497355	A375	24	2
804	BRD-K01497355	A549	24	2
805	BRD-K01497355	HT29	24	2
806	BRD-K01497355	MCF7	24	2
807	BRD-K01497355	PC3	24	2
808	BRD-K01497355	VCAP	24	2
809	BRD-K01497355	VCAP	6	2
810	BRD-K01608965	A549	24	2
811	BRD-K01608965	HT29	24	2
812	BRD-K01608965	VCAP	24	2
813	BRD-K01608965	VCAP	6	2
814	BRD-K01621458	A375	24	6
815	BRD-K01621458	A549	24	6
816	BRD-K01621458	HA1E	24	13
817	BRD-K01621458	HA1E	6	8
818	BRD-K01621458	HCC515	24	6
819	BRD-K01621458	HEPG2	24	6
820	BRD-K01621458	HT29	24	6
821	BRD-K01621458	MCF7	24	13
822	BRD-K01621458	MCF7	6	8
823	BRD-K01621458	PC3	24	13
824	BRD-K01621458	PC3	6	8
825	BRD-K01737880	A375	24	12
826	BRD-K01737880	A375	6	7
827	BRD-K01737880	A549	24	14
828	BRD-K01737880	A549	6	9
829	BRD-K01737880	HA1E	24	6
830	BRD-K01737880	HCC515	24	6
831	BRD-K01737880	HEPG2	24	6
832	BRD-K01737880	HT29	24	6
833	BRD-K01737880	MCF7	24	19
834	BRD-K01737880	MCF7	6	15
835	BRD-K01737880	PC3	24	12
836	BRD-K01737880	PC3	6	7
837	BRD-K01877724	A549	24	2
838	BRD-K01877724	HT29	24	2
839	BRD-K01877724	MCF7	24	2
840	BRD-K01877724	PC3	24	2
841	BRD-K01981286	A375	24	2
842	BRD-K01981286	A549	24	2
843	BRD-K01981286	HT29	24	2
844	BRD-K01981286	MCF7	24	2
845	BRD-K01981286	PC3	24	2
846	BRD-K02117849	A375	24	2
847	BRD-K02117849	HT29	24	2
848	BRD-K02269790	HEPG2	24	2
849	BRD-K02269790	HEPG2	6	2
850	BRD-K02269790	HUH7	24	2
851	BRD-K02269790	HUH7	6	2
852	BRD-K02269790	PHH	24	2
853	BRD-K02269790	PHH	6	2
854	BRD-K02409808	A375	24	2
855	BRD-K02409808	HT29	24	2
856	BRD-K02490064	MCF7	24	5
857	BRD-K02490064	MCF7	6	4
858	BRD-K02519835	VCAP	24	4
859	BRD-K02562327	MCF7	24	5
860	BRD-K02562327	MCF7	6	5
861	BRD-K02593152	PC3	24	2
862	BRD-K02665621	A375	24	2
863	BRD-K02665621	A549	24	2
864	BRD-K02665621	HT29	24	2
865	BRD-K02952507	A549	24	2
866	BRD-K02952507	HT29	24	2
867	BRD-K03006541	A375	24	2
868	BRD-K03006541	A549	24	2
869	BRD-K03006541	HT29	24	2
870	BRD-K03006541	MCF7	24	2
871	BRD-K03006541	PC3	24	2
872	BRD-K03026470	VCAP	24	4
873	BRD-K03050720	A375	24	2
874	BRD-K03050720	A549	24	2
875	BRD-K03050720	HT29	24	2
876	BRD-K03050720	MCF7	24	2
877	BRD-K03050720	PC3	24	2
878	BRD-K03111155	VCAP	24	2
879	BRD-K03111155	VCAP	6	2
880	BRD-K03113036	HEPG2	24	2
881	BRD-K03113036	HEPG2	6	2
882	BRD-K03113036	HUH7	24	2
883	BRD-K03113036	HUH7	6	2
884	BRD-K03113036	PHH	24	2
885	BRD-K03113036	PHH	6	2
886	BRD-K03257659	A375	24	2
887	BRD-K03257659	HT29	24	2
888	BRD-K03354784	A375	24	2
889	BRD-K03354784	A549	24	2
890	BRD-K03354784	HT29	24	2
891	BRD-K03439359	CD34	24	4
892	BRD-K03439359	CD34	6	4
893	BRD-K03439359	HL60	24	4
894	BRD-K03439359	HL60	6	4
895	BRD-K03439359	PC3	6	4
896	BRD-K03439359	U937	24	4
897	BRD-K03439359	U937	6	4
898	BRD-K03522229	PC3	24	2
899	BRD-K03522229	VCAP	24	5
900	BRD-K03641022	A375	24	2
901	BRD-K03641022	A549	24	2
902	BRD-K03641022	HT29	24	2
903	BRD-K03641022	MCF7	24	2
904	BRD-K03641022	PC3	24	2
905	BRD-K03652504	HEPG2	24	2
906	BRD-K03652504	HEPG2	6	2
907	BRD-K03652504	HUH7	24	2
908	BRD-K03652504	HUH7	6	2
909	BRD-K03652504	PHH	24	2
910	BRD-K03652504	PHH	6	2
911	BRD-K03817886	VCAP	24	2
912	BRD-K03817886	VCAP	6	2
913	BRD-K03957451	A549	24	2
914	BRD-K03957451	HT29	24	2
915	BRD-K03957451	MCF7	24	2
916	BRD-K03957451	PC3	24	2
917	BRD-K04021425	MCF7	24	4
918	BRD-K04021425	MCF7	6	4
919	BRD-K04025047	A375	24	2
920	BRD-K04025047	A549	24	2
921	BRD-K04362735	PC3	24	2
922	BRD-K04380254	A549	24	2
923	BRD-K04380254	HT29	24	2
924	BRD-K04380254	MCF7	24	2
925	BRD-K04380254	PC3	24	2
926	BRD-K04540960	VCAP	24	5
927	BRD-K04562016	PC3	24	2
928	BRD-K04562016	VCAP	24	5
929	BRD-K04632192	PC3	24	2
930	BRD-K04632192	VCAP	24	2
931	BRD-K04632192	VCAP	6	2
932	BRD-K04856990	MCF7	24	4
933	BRD-K04856990	MCF7	6	4
934	BRD-K04986062	CD34	24	4
935	BRD-K04986062	CD34	6	4
936	BRD-K04986062	HL60	24	4
937	BRD-K04986062	HL60	6	4
938	BRD-K04986062	PC3	6	4
939	BRD-K04986062	U937	24	4
940	BRD-K04986062	U937	6	4
941	BRD-K05174693	VCAP	24	2
942	BRD-K05174693	VCAP	6	2
943	BRD-K05211263	PC3	24	2
944	BRD-K05211263	VCAP	24	2
945	BRD-K05211263	VCAP	6	2
946	BRD-K05353139	A375	24	2
947	BRD-K05353139	A549	24	2
948	BRD-K05353139	HT29	24	2
949	BRD-K05353139	MCF7	24	2
950	BRD-K05353139	PC3	24	2
951	BRD-K05402890	A375	24	2
952	BRD-K05402890	A375	6	2
953	BRD-K05402890	A549	24	2
954	BRD-K05402890	A549	6	2
955	BRD-K05402890	HA1E	24	2
956	BRD-K05402890	HA1E	6	2
957	BRD-K05402890	HCC515	6	2
958	BRD-K05402890	HT29	24	2
959	BRD-K05402890	HT29	6	2
960	BRD-K05402890	MCF7	24	2
961	BRD-K05402890	MCF7	6	2
962	BRD-K05402890	PC3	24	2
963	BRD-K05402890	PC3	6	2
964	BRD-K05402890	VCAP	24	2
965	BRD-K05402890	VCAP	6	2
966	BRD-K05442673	A375	24	2
967	BRD-K05442673	A549	24	2
968	BRD-K05456756	CD34	24	4
969	BRD-K05456756	CD34	6	4
970	BRD-K05456756	HL60	24	4
971	BRD-K05456756	HL60	6	4
972	BRD-K05456756	PC3	6	4
973	BRD-K05456756	U937	24	4
974	BRD-K05456756	U937	6	4
975	BRD-K05649647	A549	24	10
976	BRD-K05649647	A549	6	10
977	BRD-K05649647	MCF7	24	10
978	BRD-K05649647	MCF7	6	10
979	BRD-K05677905	A549	24	2
980	BRD-K05677905	HT29	24	2
981	BRD-K05677905	MCF7	24	2
982	BRD-K05677905	PC3	24	2
983	BRD-K05684908	VCAP	24	2
984	BRD-K05778745	HT29	24	2
985	BRD-K05778745	MCF7	24	2
986	BRD-K05778745	PC3	24	2
987	BRD-K05912972	VCAP	24	2
988	BRD-K05912972	VCAP	6	2
989	BRD-K05978741	A375	24	2
990	BRD-K05978741	A549	24	2
991	BRD-K05978741	HT29	24	2
992	BRD-K05978741	MCF7	24	2
993	BRD-K05978741	PC3	24	2
994	BRD-K05984448	A375	24	2
995	BRD-K05984448	A549	24	2
996	BRD-K05984448	HT29	24	2
997	BRD-K05984448	MCF7	24	2
998	BRD-K06039860	A375	24	2
999	BRD-K06039860	A549	24	2
1000	BRD-K06039860	MCF7	24	2
1001	BRD-K06039860	VCAP	24	2
1002	BRD-K06039860	VCAP	6	2
1003	BRD-K06188347	A375	24	2
1004	BRD-K06188347	A549	24	2
1005	BRD-K06188347	HT29	24	2
1006	BRD-K06188347	MCF7	24	2
1007	BRD-K06361641	VCAP	24	2
1008	BRD-K06361641	VCAP	6	2
1009	BRD-K06574200	PC3	24	10
1010	BRD-K06574200	PC3	6	11
1011	BRD-K06574200	VCAP	24	11
1012	BRD-K06574200	VCAP	6	11
1013	BRD-K06589444	A549	24	2
1014	BRD-K06589444	HT29	24	2
1015	BRD-K06589444	MCF7	24	2
1016	BRD-K06589444	PC3	24	2
1017	BRD-K06718821	A375	24	2
1018	BRD-K06718821	A549	24	2
1019	BRD-K06718821	HT29	24	2
1020	BRD-K06765193	MCF7	24	4
1021	BRD-K06765193	MCF7	6	4
1022	BRD-K06765193	NKDBA	24	4
1023	BRD-K06816133	A375	24	2
1024	BRD-K06816133	A549	24	2
1025	BRD-K06816133	HT29	24	2
1026	BRD-K06816133	MCF7	24	2
1027	BRD-K06816133	PC3	24	2
1028	BRD-K06898795	A375	24	2
1029	BRD-K06898795	A549	24	2
1030	BRD-K06898795	HT29	24	2
1031	BRD-K06898795	MCF7	24	2
1032	BRD-K06898795	PC3	24	2
1033	BRD-K07005393	PC3	24	2
1034	BRD-K07005393	PC3	6	2
1035	BRD-K07005393	VCAP	24	2
1036	BRD-K07005393	VCAP	6	2
1037	BRD-K07244661	A375	24	2
1038	BRD-K07244661	A549	24	2
1039	BRD-K07244661	MCF7	24	2
1040	BRD-K07244661	PC3	24	2
1041	BRD-K07276035	VCAP	24	5
1042	BRD-K07339740	HEPG2	24	2
1043	BRD-K07339740	HEPG2	6	2
1044	BRD-K07339740	HUH7	24	2
1045	BRD-K07339740	HUH7	6	2
1046	BRD-K07339740	PHH	24	2
1047	BRD-K07339740	PHH	6	2
1048	BRD-K07381195	A549	24	2
1049	BRD-K07452532	VCAP	24	2
1050	BRD-K07476834	VCAP	24	3
1051	BRD-K07476834	VCAP	6	3
1052	BRD-K07516181	A375	24	2
1053	BRD-K07516181	A549	24	2
1054	BRD-K07516181	MCF7	24	2
1055	BRD-K07516181	PC3	24	2
1056	BRD-K07581216	VCAP	24	6
1057	BRD-K07581216	VCAP	6	2
1058	BRD-K07627743	VCAP	24	5
1059	BRD-K07666543	A375	24	2
1060	BRD-K07666543	A549	24	2
1061	BRD-K07666543	HT29	24	2
1062	BRD-K07666543	MCF7	24	2
1063	BRD-K07666543	PC3	24	2
1064	BRD-K07907451	A549	24	2
1065	BRD-K07907451	HT29	24	2
1066	BRD-K07907451	MCF7	24	2
1067	BRD-K07907451	PC3	24	2
1068	BRD-K07967886	MCF7	24	4
1069	BRD-K07967886	MCF7	6	4
1070	BRD-K08043379	PC3	24	2
1071	BRD-K08043379	VCAP	24	2
1072	BRD-K08043379	VCAP	6	2
1073	BRD-K08121566	VCAP	24	2
1074	BRD-K08121566	VCAP	6	2
1075	BRD-K08251038	A375	24	2
1076	BRD-K08251038	A549	24	2
1077	BRD-K08251038	HT29	24	2
1078	BRD-K08251038	MCF7	24	2
1079	BRD-K08251038	PC3	24	2
1080	BRD-K08293924	A375	24	2
1081	BRD-K08293924	A549	24	2
1082	BRD-K08293924	HT29	24	2
1083	BRD-K08293924	MCF7	24	2
1084	BRD-K08293924	PC3	24	2
1085	BRD-K08317416	A549	24	2
1086	BRD-K08317416	HT29	24	2
1087	BRD-K08317416	MCF7	24	2
1088	BRD-K08317416	PC3	24	3
1089	BRD-K08317416	VCAP	24	2
1090	BRD-K08317416	VCAP	6	2
1091	BRD-K08412560	A375	24	2
1092	BRD-K08443710	A549	24	2
1093	BRD-K08443710	HT29	24	2
1094	BRD-K08443710	MCF7	24	2
1095	BRD-K08663380	PC3	24	11
1096	BRD-K08663380	PC3	6	12
1097	BRD-K08663380	VCAP	24	17
1098	BRD-K08663380	VCAP	6	13
1099	BRD-K08982647	A549	24	2
1100	BRD-K08982647	HT29	24	2
1101	BRD-K09019812	PC3	24	2
1102	BRD-K09019812	VCAP	24	2
1103	BRD-K09019812	VCAP	6	2
1104	BRD-K09031632	PC3	24	2
1105	BRD-K09031632	VCAP	24	2
1106	BRD-K09031632	VCAP	6	2
1107	BRD-K09054764	PC3	24	2
1108	BRD-K09054764	VCAP	24	2
1109	BRD-K09054764	VCAP	6	2
1110	BRD-K09068728	A375	24	2
1111	BRD-K09068728	A549	24	2
1112	BRD-K09068728	MCF7	24	2
1113	BRD-K09068728	PC3	24	2
1114	BRD-K09069264	A549	24	2
1115	BRD-K09231502	A549	24	2
1116	BRD-K09231502	HT29	24	2
1117	BRD-K09231502	MCF7	24	2
1118	BRD-K09231502	PC3	24	2
1119	BRD-K09329774	A549	24	2
1120	BRD-K09329774	HT29	24	2
1121	BRD-K09424864	A375	24	2
1122	BRD-K09424864	A549	24	2
1123	BRD-K09459434	A549	24	2
1124	BRD-K09459434	HT29	24	2
1125	BRD-K09459434	MCF7	24	2
1126	BRD-K09459434	PC3	24	2
1127	BRD-K09526594	A375	24	2
1128	BRD-K09526594	A549	24	2
1129	BRD-K09640010	A549	24	2
1130	BRD-K09701578	HEPG2	24	2
1131	BRD-K09701578	HEPG2	6	2
1132	BRD-K09701578	HUH7	24	2
1133	BRD-K09701578	HUH7	6	2
1134	BRD-K09701578	PHH	24	2
1135	BRD-K09701578	PHH	6	2
1136	BRD-K09824708	A375	24	2
1137	BRD-K09824708	A549	24	2
1138	BRD-K09824708	HT29	24	2
1139	BRD-K09824708	MCF7	24	2
1140	BRD-K09824708	PC3	24	2
1141	BRD-K09957764	HT29	24	2
1142	BRD-K09957764	MCF7	24	2
1143	BRD-K09957764	PC3	24	2
1144	BRD-K09989112	VCAP	24	5
1145	BRD-K10008415	PC3	24	2
1146	BRD-K10008415	VCAP	24	3
1147	BRD-K10087454	A375	24	2
1148	BRD-K10087454	A549	24	2
1149	BRD-K10087454	HT29	24	2
1150	BRD-K10087454	MCF7	24	2
1151	BRD-K10087454	PC3	24	2
1152	BRD-K10211010	A375	24	2
1153	BRD-K10211010	A549	24	2
1154	BRD-K10211010	HT29	24	2
1155	BRD-K10211010	MCF7	24	2
1156	BRD-K10211010	PC3	24	2
1157	BRD-K10421834	A375	24	2
1158	BRD-K10436544	A375	24	6
1159	BRD-K10436544	A549	24	6
1160	BRD-K10436544	HA1E	24	13
1161	BRD-K10436544	HA1E	6	8
1162	BRD-K10436544	HCC515	24	6
1163	BRD-K10436544	HEPG2	24	6
1164	BRD-K10436544	HT29	24	6
1165	BRD-K10436544	MCF7	24	13
1166	BRD-K10436544	MCF7	6	8
1167	BRD-K10436544	PC3	24	13
1168	BRD-K10436544	PC3	6	8
1169	BRD-K10731645	VCAP	24	5
1170	BRD-K10812716	A375	24	2
1171	BRD-K10812716	VCAP	24	2
1172	BRD-K11006288	VCAP	24	2
1173	BRD-K11006288	VCAP	6	2
1174	BRD-K11072542	MCF7	24	4
1175	BRD-K11072542	MCF7	6	4
1176	BRD-K11169037	A375	24	2
1177	BRD-K11169037	A549	24	2
1178	BRD-K11169037	HT29	24	2
1179	BRD-K11169037	MCF7	24	2
1180	BRD-K11169037	PC3	24	2
1181	BRD-K11224669	PC3	24	2
1182	BRD-K11224669	PC3	6	2
1183	BRD-K11224669	VCAP	24	2
1184	BRD-K11224669	VCAP	6	2
1185	BRD-K11264391	MCF7	24	4
1186	BRD-K11264391	MCF7	6	4
1187	BRD-K11359987	A375	24	2
1188	BRD-K11359987	A549	24	2
1189	BRD-K11359987	HT29	24	2
1190	BRD-K11359987	MCF7	24	2
1191	BRD-K11359987	PC3	24	2
1192	BRD-K11533227	A375	24	6
1193	BRD-K11533227	A549	24	6
1194	BRD-K11533227	HA1E	24	6
1195	BRD-K11533227	HCC515	24	6
1196	BRD-K11533227	HEPG2	24	6
1197	BRD-K11533227	HT29	24	6
1198	BRD-K11533227	MCF7	24	9
1199	BRD-K11533227	MCF7	6	4
1200	BRD-K11533227	PC3	24	9
1201	BRD-K11533227	PC3	6	4
1202	BRD-K11628545	PC3	24	2
1203	BRD-K11672081	VCAP	24	5
1204	BRD-K11977286	A375	24	2
1205	BRD-K11977286	A549	24	2
1206	BRD-K11977286	HT29	24	2
1207	BRD-K12092185	VCAP	24	2
1208	BRD-K12092185	VCAP	6	2
1209	BRD-K12124649	A375	24	2
1210	BRD-K12124649	A549	24	2
1211	BRD-K12124649	HT29	24	2
1212	BRD-K12124649	MCF7	24	2
1213	BRD-K12124649	PC3	24	2
1214	BRD-K12163240	VCAP	24	2
1215	BRD-K12163240	VCAP	6	2
1216	BRD-K12345237	PC3	24	2
1217	BRD-K12345237	VCAP	24	2
1218	BRD-K12345237	VCAP	6	2
1219	BRD-K12411950	A549	24	2
1220	BRD-K12411950	HT29	24	2
1221	BRD-K12411950	MCF7	24	2
1222	BRD-K12411950	PC3	24	2
1223	BRD-K12450081	VCAP	24	2
1224	BRD-K12450081	VCAP	6	2
1225	BRD-K12655851	PC3	24	2
1226	BRD-K12676148	PC3	24	2
1227	BRD-K12676148	VCAP	24	5
1228	BRD-K12683703	A549	24	2
1229	BRD-K12683703	HT29	24	2
1230	BRD-K12683703	MCF7	24	2
1231	BRD-K12683703	PC3	24	2
1232	BRD-K12744550	PC3	24	2
1233	BRD-K12744550	VCAP	24	5
1234	BRD-K12916986	A375	24	2
1235	BRD-K12916986	A549	24	2
1236	BRD-K12916986	HT29	24	2
1237	BRD-K12916986	MCF7	24	2
1238	BRD-K12916986	PC3	24	2
1239	BRD-K12973880	VCAP	24	5
1240	BRD-K13005651	VCAP	24	5
1241	BRD-K13060097	A375	24	2
1242	BRD-K13060097	A549	24	2
1243	BRD-K13077924	CD34	24	4
1244	BRD-K13077924	CD34	6	4
1245	BRD-K13077924	HL60	24	4
1246	BRD-K13077924	HL60	6	4
1247	BRD-K13077924	PC3	6	4
1248	BRD-K13077924	U937	24	4
1249	BRD-K13077924	U937	6	4
1250	BRD-K13559922	A375	24	2
1251	BRD-K13559922	A549	24	2
1252	BRD-K13559922	HT29	24	2
1253	BRD-K13559922	MCF7	24	2
1254	BRD-K13559922	PC3	24	2
1255	BRD-K14086402	PC3	24	2
1256	BRD-K14095788	A375	24	2
1257	BRD-K14095788	A549	24	2
1258	BRD-K14095788	HT29	24	2
1259	BRD-K14095788	MCF7	24	2
1260	BRD-K14095788	PC3	24	2
1261	BRD-K14352739	HT29	24	2
1262	BRD-K14352739	MCF7	24	2
1263	BRD-K14352739	PC3	24	2
1264	BRD-K14363876	PC3	24	2
1265	BRD-K14363876	VCAP	24	2
1266	BRD-K14415573	A375	24	2
1267	BRD-K14415573	A549	24	2
1268	BRD-K14415573	MCF7	24	2
1269	BRD-K14415573	PC3	24	2
1270	BRD-K14471942	A375	24	2
1271	BRD-K14471942	HT29	24	2
1272	BRD-K14475668	A549	24	2
1273	BRD-K14475668	HT29	24	2
1274	BRD-K14475668	MCF7	24	2
1275	BRD-K14475668	PC3	24	2
1276	BRD-K14611588	PC3	24	2
1277	BRD-K14611588	VCAP	24	5
1278	BRD-K14628187	PC3	6	2
1279	BRD-K14833463	MCF7	24	2
1280	BRD-K14833463	PC3	24	2
1281	BRD-K14833463	VCAP	24	2
1282	BRD-K14833463	VCAP	6	2
1283	BRD-K14989056	PC3	24	2
1284	BRD-K14989056	VCAP	24	5
1285	BRD-K15030062	A549	24	2
1286	BRD-K15030062	HT29	24	2
1287	BRD-K15030062	MCF7	24	2
1288	BRD-K15030062	PC3	24	2
1289	BRD-K15050703	A375	24	2
1290	BRD-K15050703	A549	24	2
1291	BRD-K15050703	HT29	24	2
1292	BRD-K15050703	MCF7	24	2
1293	BRD-K15050703	PC3	24	2
1294	BRD-K15230829	MCF7	24	4
1295	BRD-K15230829	MCF7	6	4
1296	BRD-K15277331	HT29	24	2
1297	BRD-K15277331	MCF7	24	2
1298	BRD-K15277331	PC3	24	2
1299	BRD-K15377376	VCAP	24	2
1300	BRD-K15377376	VCAP	6	2
1301	BRD-K15428056	A549	24	2
1302	BRD-K15428056	VCAP	6	2
1303	BRD-K15524596	A375	24	2
1304	BRD-K15524596	A549	24	2
1305	BRD-K15524596	HT29	24	2
1306	BRD-K15524596	MCF7	24	2
1307	BRD-K15524596	PC3	24	2
1308	BRD-K15790516	PC3	24	2
1309	BRD-K15790516	VCAP	24	2
1310	BRD-K15790516	VCAP	6	2
1311	BRD-K15892609	A375	24	2
1312	BRD-K15892609	A549	24	2
1313	BRD-K15918270	A375	24	2
1314	BRD-K15918270	A549	24	2
1315	BRD-K15918270	HT29	24	2
1316	BRD-K15918270	MCF7	24	2
1317	BRD-K15918270	PC3	24	2
1318	BRD-K15935695	A375	24	2
1319	BRD-K15935695	A549	24	2
1320	BRD-K15935695	HT29	24	2
1321	BRD-K15960830	VCAP	24	2
1322	BRD-K15960830	VCAP	6	2
1323	BRD-K15973523	A375	24	2
1324	BRD-K15973523	A549	24	2
1325	BRD-K16034108	A375	24	2
1326	BRD-K16034108	A549	24	2
1327	BRD-K16257790	PC3	24	2
1328	BRD-K16257790	VCAP	24	2
1329	BRD-K16257790	VCAP	6	2
1330	BRD-K16297709	VCAP	24	2
1331	BRD-K16297709	VCAP	6	2
1332	BRD-K16300438	CD34	24	4
1333	BRD-K16300438	CD34	6	4
1334	BRD-K16300438	HL60	24	4
1335	BRD-K16300438	HL60	6	4
1336	BRD-K16300438	PC3	6	4
1337	BRD-K16300438	U937	24	4
1338	BRD-K16300438	U937	6	4
1339	BRD-K16329066	PC3	24	2
1340	BRD-K16410418	A375	24	5
1341	BRD-K16410418	A549	24	5
1342	BRD-K16410418	HA1E	24	5
1343	BRD-K16410418	HCC515	24	5
1344	BRD-K16410418	HEPG2	24	7
1345	BRD-K16410418	HEPG2	6	2
1346	BRD-K16410418	HT29	24	5
1347	BRD-K16410418	HUH7	24	2
1348	BRD-K16410418	HUH7	6	2
1349	BRD-K16410418	MCF7	24	5
1350	BRD-K16410418	PC3	24	5
1351	BRD-K16410418	PHH	24	2
1352	BRD-K16410418	PHH	6	2
1353	BRD-K16464815	PC3	24	2
1354	BRD-K16464815	VCAP	24	2
1355	BRD-K16464815	VCAP	6	2
1356	BRD-K16535949	A375	24	2
1357	BRD-K16535949	A549	24	2
1358	BRD-K16535949	HT29	24	2
1359	BRD-K16535949	MCF7	24	2
1360	BRD-K16535949	PC3	24	2
1361	BRD-K16535949	VCAP	24	2
1362	BRD-K16567490	VCAP	24	5
1363	BRD-K16625384	A549	24	2
1364	BRD-K16625384	HT29	24	2
1365	BRD-K16625384	MCF7	24	2
1366	BRD-K16625384	PC3	24	2
1367	BRD-K16714380	A549	24	2
1368	BRD-K16752617	A375	24	2
1369	BRD-K16752617	HT29	24	2
1370	BRD-K16769902	A375	24	2
1371	BRD-K16769902	A549	24	2
1372	BRD-K16769902	HT29	24	2
1373	BRD-K16769902	MCF7	24	2
1374	BRD-K16769902	PC3	24	2
1375	BRD-K16782389	A375	24	2
1376	BRD-K16782389	A549	24	2
1377	BRD-K16827616	A375	24	2
1378	BRD-K16827616	HT29	24	2
1379	BRD-K16827616	MCF7	24	2
1380	BRD-K16956545	A375	24	7
1381	BRD-K16956545	A549	24	7
1382	BRD-K16956545	HA1E	24	6
1383	BRD-K16956545	HCC515	24	6
1384	BRD-K16956545	HEPG2	24	8
1385	BRD-K16956545	HEPG2	6	2
1386	BRD-K16956545	HT29	24	6
1387	BRD-K16956545	HUH7	24	2
1388	BRD-K16956545	HUH7	6	2
1389	BRD-K16956545	MCF7	24	6
1390	BRD-K16956545	PC3	24	6
1391	BRD-K16956545	PHH	24	2
1392	BRD-K16956545	PHH	6	2
1393	BRD-K16995194	VCAP	24	5
1394	BRD-K17025677	MCF7	24	4
1395	BRD-K17025677	MCF7	6	4
1396	BRD-K17025677	NKDBA	24	4
1397	BRD-K17139610	A375	24	2
1398	BRD-K17139610	A549	24	2
1399	BRD-K17554130	A375	24	2
1400	BRD-K17554130	HT29	24	2
1401	BRD-K17817744	A375	24	2
1402	BRD-K17817744	A549	24	2
1403	BRD-K17817744	HT29	24	2
1404	BRD-K17817744	MCF7	24	2
1405	BRD-K17817744	PC3	24	2
1406	BRD-K17890048	A375	24	2
1407	BRD-K17890048	HT29	24	2
1408	BRD-K17890048	MCF7	24	2
1409	BRD-K17897186	VCAP	24	5
1410	BRD-K18170480	MCF7	24	4
1411	BRD-K18170480	MCF7	6	4
1412	BRD-K18300217	A375	24	2
1413	BRD-K18300217	A549	24	2
1414	BRD-K18300217	HT29	24	2
1415	BRD-K18300217	MCF7	24	2
1416	BRD-K18300217	PC3	24	2
1417	BRD-K18359792	PC3	24	2
1418	BRD-K18359792	VCAP	24	5
1419	BRD-K18364651	PC3	24	2
1420	BRD-K18364651	PC3	6	2
1421	BRD-K18364651	VCAP	24	2
1422	BRD-K18364651	VCAP	6	2
1423	BRD-K18396390	A375	24	2
1424	BRD-K18396390	A549	24	2
1425	BRD-K18396390	HT29	24	2
1426	BRD-K18396390	MCF7	24	2
1427	BRD-K18396390	PC3	24	2
1428	BRD-K18542345	A375	24	2
1429	BRD-K18542345	A549	24	2
1430	BRD-K18542345	HT29	24	2
1431	BRD-K18542345	MCF7	24	2
1432	BRD-K18542345	PC3	24	2
1433	BRD-K18641148	A549	24	2
1434	BRD-K18641148	HT29	24	2
1435	BRD-K18641148	MCF7	24	2
1436	BRD-K18641148	PC3	24	2
1437	BRD-K18710049	HEPG2	24	2
1438	BRD-K18710049	HEPG2	6	2
1439	BRD-K18710049	HUH7	24	2
1440	BRD-K18710049	HUH7	6	2
1441	BRD-K18710049	PHH	24	2
1442	BRD-K18710049	PHH	6	2
1443	BRD-K18746324	VCAP	24	6
1444	BRD-K18746324	VCAP	6	2
1445	BRD-K18747403	A375	24	2
1446	BRD-K18747403	A549	24	2
1447	BRD-K18747403	HT29	24	2
1448	BRD-K18747403	MCF7	24	2
1449	BRD-K18747403	PC3	24	2
1450	BRD-K18814836	A375	24	2
1451	BRD-K18814836	A549	24	2
1452	BRD-K18814836	HT29	24	2
1453	BRD-K18814836	MCF7	24	2
1454	BRD-K18814836	PC3	24	2
1455	BRD-K18972207	A375	24	2
1456	BRD-K18972207	A549	24	2
