	drug	cell line	time point	drug dose	count
34061	estriol	HCC515	24	0.3700000047680001	5
34062	estriol	HCC515	24	1.1100000143100002	6
34063	estriol	HCC515	24	10.0	12
34064	estriol	HCC515	24	3.32999992371	6
34065	estriol	HEPG2	24	0.0399999991059	6
34066	estriol	HEPG2	24	0.119999997318	6
34067	estriol	HEPG2	24	0.3700000047680001	6
34068	estriol	HEPG2	24	1.1100000143100002	6
34069	estriol	HEPG2	24	10.0	6
34070	estriol	HEPG2	24	3.32999992371	6
34071	estriol	HT29	24	0.0399999991059	6
34072	estriol	HT29	24	0.119999997318	6
34073	estriol	HT29	24	0.3700000047680001	6
34074	estriol	HT29	24	1.1100000143100002	6
34075	estriol	HT29	24	10.0	9
34076	estriol	HT29	24	3.32999992371	6
34077	estriol	MCF7	24	0.0399999991059	6
34078	estriol	MCF7	24	0.119999997318	6
34079	estriol	MCF7	24	0.3700000047680001	6
34080	estriol	MCF7	24	1.1100000143100002	6
34081	estriol	MCF7	24	10.0	24
34082	estriol	MCF7	24	3.32999992371	5
34083	estriol	PC3	24	0.0399999991059	6
34084	estriol	PC3	24	0.119999997318	6
34085	estriol	PC3	24	0.3700000047680001	6
34086	estriol	PC3	24	1.1100000143100002	6
34087	estriol	PC3	24	10.0	24
34088	estriol	PC3	24	3.32999992371	4
34089	estrone	A375	24	0.0399999991059	6
34090	estrone	A375	24	0.119999997318	6
34091	estrone	A375	24	0.37000000476800005	6
34092	estrone	A375	24	1.1100000143100002	6
34093	estrone	A375	24	10.0	9
34094	estrone	A375	24	3.32999992371	6
34095	estrone	A549	24	0.0399999991059	6
34096	estrone	A549	24	0.119999997318	6
34097	estrone	A549	24	0.37000000476800005	6
34098	estrone	A549	24	1.1100000143100002	6
34099	estrone	A549	24	10.0	12
34100	estrone	A549	24	3.32999992371	6
34101	estrone	HA1E	24	0.0399999991059	6
34102	estrone	HA1E	24	0.119999997318	6
34103	estrone	HA1E	24	0.37000000476800005	6
34104	estrone	HA1E	24	1.1100000143100002	6
34105	estrone	HA1E	24	10.0	12
34106	estrone	HA1E	24	3.32999992371	6
34107	estrone	HCC515	24	0.0399999991059	6
34108	estrone	HCC515	24	0.119999997318	6
34109	estrone	HCC515	24	0.37000000476800005	6
34110	estrone	HCC515	24	1.1100000143100002	6
34111	estrone	HCC515	24	10.0	9
34112	estrone	HCC515	24	3.32999992371	6
34113	estrone	HEPG2	24	0.0399999991059	6
34114	estrone	HEPG2	24	0.119999997318	6
34115	estrone	HEPG2	24	0.37000000476800005	6
34116	estrone	HEPG2	24	1.1100000143100002	6
34117	estrone	HEPG2	24	10.0	6
34118	estrone	HEPG2	24	3.32999992371	6
34119	estrone	HT29	24	0.0399999991059	6
34120	estrone	HT29	24	0.119999997318	6
34121	estrone	HT29	24	0.37000000476800005	6
34122	estrone	HT29	24	1.1100000143100002	6
34123	estrone	HT29	24	10.0	9
34124	estrone	HT29	24	3.32999992371	6
34125	estrone	MCF7	24	0.0399999991059	6
34126	estrone	MCF7	24	0.119999997318	6
34127	estrone	MCF7	24	0.37000000476800005	6
34128	estrone	MCF7	24	1.1100000143100002	6
34129	estrone	MCF7	24	10.0	20
34130	estrone	MCF7	24	3.32999992371	6
34131	estrone	PC3	24	0.0399999991059	6
34132	estrone	PC3	24	0.119999997318	6
34133	estrone	PC3	24	0.37000000476800005	6
34134	estrone	PC3	24	1.1100000143100002	6
34135	estrone	PC3	24	10.0	18
34136	estrone	PC3	24	3.32999992371	6
34137	etanidazole	A549	6	0.0015	3
34138	etanidazole	A549	6	0.0046	3
34139	etanidazole	A549	6	0.0137	3
34140	etanidazole	A549	6	0.0412	3
34141	etanidazole	A549	6	0.1235	3
34142	etanidazole	A549	6	0.3704	3
34143	etanidazole	A549	6	1.1111	3
34144	etanidazole	A549	6	10.0	3
34145	etanidazole	A549	6	3.3333	3
34146	etanidazole	HCC515	6	0.0015	3
34147	etanidazole	HCC515	6	0.0046	3
34148	etanidazole	HCC515	6	0.0137	3
34149	etanidazole	HCC515	6	0.0412	3
34150	etanidazole	HCC515	6	0.1235	3
34151	etanidazole	HCC515	6	0.3704	3
34152	etanidazole	HCC515	6	1.1111	3
34153	etanidazole	HCC515	6	10.0	3
34154	etanidazole	HCC515	6	3.3333	3
34155	etanidazole	MCF7	24	0.0015	1
34156	etanidazole	MCF7	24	0.0046	1
34157	etanidazole	MCF7	24	0.0137	1
34158	etanidazole	MCF7	24	0.0412	1
34159	etanidazole	MCF7	24	0.1235	1
34160	etanidazole	MCF7	24	0.3704	1
34161	etanidazole	MCF7	24	1.1111	1
34162	etanidazole	MCF7	24	10.0	4
34163	etanidazole	MCF7	24	3.3333	1
34164	etanidazole	MCF7	6	0.0015	2
34165	etanidazole	MCF7	6	0.0046	2
34166	etanidazole	MCF7	6	0.0137	2
34167	etanidazole	MCF7	6	0.0412	2
34168	etanidazole	MCF7	6	0.1235	2
34169	etanidazole	MCF7	6	0.3704	2
34170	etanidazole	MCF7	6	1.1111	2
34171	etanidazole	MCF7	6	10.0	5
34172	etanidazole	MCF7	6	3.3333	2
34173	etanidazole	PC3	24	0.0015	1
34174	etanidazole	PC3	24	0.0046	1
34175	etanidazole	PC3	24	0.0137	1
34176	etanidazole	PC3	24	0.0412	1
34177	etanidazole	PC3	24	0.1235	1
34178	etanidazole	PC3	24	0.3704	1
34179	etanidazole	PC3	24	1.1111	1
34180	etanidazole	PC3	24	10.0	3
34181	etanidazole	PC3	24	3.3333	1
34182	etanidazole	PC3	6	0.0015	2
34183	etanidazole	PC3	6	0.0046	2
34184	etanidazole	PC3	6	0.0137	2
34185	etanidazole	PC3	6	0.0412	2
34186	etanidazole	PC3	6	0.1235	2
34187	etanidazole	PC3	6	0.3704	2
34188	etanidazole	PC3	6	1.1111	2
34189	etanidazole	PC3	6	10.0	5
34190	etanidazole	PC3	6	3.3333	2
34191	ethinyl-estradiol	HA1E	24	10.0	3
34192	ethinyl-estradiol	HA1E	24	19.9	18
34193	ethinyl-estradiol	HA1E	6	10.0	2
34194	ethinyl-estradiol	HA1E	6	19.9	9
34195	etomoxir	A375	6	10.0	5
34196	etomoxir	A375	6	88.8	7
34197	etomoxir	A549	24	10.0	6
34198	etomoxir	A549	24	88.8	3
34199	etomoxir	A549	6	10.0	6
34200	etomoxir	A549	6	88.8	4
34201	etomoxir	HA1E	6	10.0	5
34202	etomoxir	HA1E	6	88.8	5
34203	etomoxir	HCC515	6	10.0	3
34204	etomoxir	HCC515	6	88.8	4
34205	etomoxir	HEPG2	6	10.0	3
34206	etomoxir	HEPG2	6	88.8	3
34207	etomoxir	HT29	6	10.0	9
34208	etomoxir	HT29	6	88.8	6
34209	etomoxir	MCF7	24	10.0	4
34210	etomoxir	MCF7	24	88.8	6
34211	etomoxir	MCF7	6	10.0	8
34212	etomoxir	MCF7	6	88.8	5
34213	etomoxir	PC3	24	10.0	9
34214	etomoxir	PC3	24	88.8	6
34215	etomoxir	PC3	6	10.0	8
34216	etomoxir	PC3	6	88.8	4
34217	etomoxir	VCAP	24	10.0	9
34218	etomoxir	VCAP	24	88.8	5
34219	etomoxir	VCAP	6	10.0	10
34220	etomoxir	VCAP	6	88.8	4
34221	etoposide	VCAP	24	0.4	3
34222	etoposide	VCAP	24	10.0	13
34223	etoposide	VCAP	24	2.0	3
34224	etoposide	VCAP	6	0.4	2
34225	etoposide	VCAP	6	10.0	11
34226	etoposide	VCAP	6	2.0	2
34227	fenbendazole	MCF7	24	0.3704	3
34228	fenbendazole	MCF7	24	1.1111	3
34229	fenbendazole	MCF7	24	10.0	9
34230	fenbendazole	MCF7	24	3.3333	3
34231	fenbendazole	MCF7	6	0.3704	3
34232	fenbendazole	MCF7	6	1.1111	3
34233	fenbendazole	MCF7	6	10.0	8
34234	fenbendazole	MCF7	6	3.3333	3
34235	fenretinide	MCF7	24	0.3704	6
34236	fenretinide	MCF7	24	1.1111	6
34237	fenretinide	MCF7	24	10.0	17
34238	fenretinide	MCF7	24	3.3333	6
34239	fenretinide	MCF7	6	0.3704	6
34240	fenretinide	MCF7	6	1.1111	6
34241	fenretinide	MCF7	6	10.0	23
34242	fenretinide	MCF7	6	3.3333	6
34243	fenretinide	NKDBA	24	0.3704	4
34244	fenretinide	NKDBA	24	1.1111	4
34245	fenretinide	NKDBA	24	10.0	4
34246	fenretinide	NKDBA	24	3.3333	4
34247	fluoropyruvate	A549	24	0.0015999999595799998	3
34248	fluoropyruvate	A549	24	0.00499999988824	3
34249	fluoropyruvate	A549	24	0.0152000002563	3
34250	fluoropyruvate	A549	24	0.0456999987364	3
34251	fluoropyruvate	A549	24	0.136999994516	3
34252	fluoropyruvate	A549	24	0.411100000143	3
34253	fluoropyruvate	A549	24	1.23329997063	3
34254	fluoropyruvate	A549	24	11.100000381500001	3
34255	fluoropyruvate	A549	24	3.70000004768	3
34256	fluoropyruvate	A549	24	44.4	3
34257	fluoropyruvate	A549	6	0.0015999999595799998	3
34258	fluoropyruvate	A549	6	0.00499999988824	3
34259	fluoropyruvate	A549	6	0.0152000002563	3
34260	fluoropyruvate	A549	6	0.0456999987364	3
34261	fluoropyruvate	A549	6	0.136999994516	3
34262	fluoropyruvate	A549	6	0.411100000143	3
34263	fluoropyruvate	A549	6	1.23329997063	3
34264	fluoropyruvate	A549	6	11.100000381500001	3
34265	fluoropyruvate	A549	6	3.70000004768	3
34266	fluoropyruvate	A549	6	44.4	4
34267	fluoropyruvate	MCF7	24	0.0015999999595799998	3
34268	fluoropyruvate	MCF7	24	0.00499999988824	3
34269	fluoropyruvate	MCF7	24	0.0152000002563	3
34270	fluoropyruvate	MCF7	24	0.0456999987364	3
34271	fluoropyruvate	MCF7	24	0.136999994516	3
34272	fluoropyruvate	MCF7	24	0.411100000143	3
34273	fluoropyruvate	MCF7	24	1.23329997063	3
34274	fluoropyruvate	MCF7	24	11.100000381500001	3
34275	fluoropyruvate	MCF7	24	3.70000004768	3
34276	fluoropyruvate	MCF7	24	44.4	6
34277	fluoropyruvate	MCF7	6	0.0015999999595799998	4
34278	fluoropyruvate	MCF7	6	0.00499999988824	4
34279	fluoropyruvate	MCF7	6	0.0152000002563	4
34280	fluoropyruvate	MCF7	6	0.0456999987364	4
34281	fluoropyruvate	MCF7	6	0.136999994516	4
34282	fluoropyruvate	MCF7	6	0.411100000143	4
34283	fluoropyruvate	MCF7	6	1.23329997063	4
34284	fluoropyruvate	MCF7	6	11.100000381500001	4
34285	fluoropyruvate	MCF7	6	3.70000004768	4
34286	fluoropyruvate	MCF7	6	44.4	5
34287	fluorouracil	A549	6	0.0015	3
34288	fluorouracil	A549	6	0.0046	3
34289	fluorouracil	A549	6	0.0137	3
34290	fluorouracil	A549	6	0.0412	3
34291	fluorouracil	A549	6	0.1235	3
34292	fluorouracil	A549	6	0.3704	3
34293	fluorouracil	A549	6	1.1111	3
34294	fluorouracil	A549	6	10.0	3
34295	fluorouracil	A549	6	3.3333	3
34296	fluorouracil	HCC515	6	0.0015	3
34297	fluorouracil	HCC515	6	0.0046	3
34298	fluorouracil	HCC515	6	0.0137	3
34299	fluorouracil	HCC515	6	0.0412	3
34300	fluorouracil	HCC515	6	0.1235	3
34301	fluorouracil	HCC515	6	0.3704	3
34302	fluorouracil	HCC515	6	1.1111	3
34303	fluorouracil	HCC515	6	10.0	3
34304	fluorouracil	HCC515	6	3.3333	3
34305	fluorouracil	MCF7	24	0.0015	1
34306	fluorouracil	MCF7	24	0.0046	1
34307	fluorouracil	MCF7	24	0.0137	1
34308	fluorouracil	MCF7	24	0.0412	1
34309	fluorouracil	MCF7	24	0.1235	1
34310	fluorouracil	MCF7	24	0.3704	1
34311	fluorouracil	MCF7	24	1.1111	1
34312	fluorouracil	MCF7	24	10.0	5
34313	fluorouracil	MCF7	24	3.3333	1
34314	fluorouracil	MCF7	6	0.0015	2
34315	fluorouracil	MCF7	6	0.0046	2
34316	fluorouracil	MCF7	6	0.0137	2
34317	fluorouracil	MCF7	6	0.0412	2
34318	fluorouracil	MCF7	6	0.1235	2
34319	fluorouracil	MCF7	6	0.3704	2
34320	fluorouracil	MCF7	6	1.1111	2
34321	fluorouracil	MCF7	6	10.0	3
34322	fluorouracil	MCF7	6	3.3333	2
34323	fluorouracil	PC3	24	0.0015	1
34324	fluorouracil	PC3	24	0.0046	1
34325	fluorouracil	PC3	24	0.0137	1
34326	fluorouracil	PC3	24	0.0412	1
34327	fluorouracil	PC3	24	0.1235	1
34328	fluorouracil	PC3	24	0.3704	1
34329	fluorouracil	PC3	24	1.1111	1
34330	fluorouracil	PC3	24	10.0	3
34331	fluorouracil	PC3	24	3.3333	1
34332	fluorouracil	PC3	6	0.0015	2
34333	fluorouracil	PC3	6	0.0046	2
34334	fluorouracil	PC3	6	0.0137	2
34335	fluorouracil	PC3	6	0.0412	2
34336	fluorouracil	PC3	6	0.1235	2
34337	fluorouracil	PC3	6	0.3704	2
34338	fluorouracil	PC3	6	1.1111	1
34339	fluorouracil	PC3	6	10.0	5
34340	fluorouracil	PC3	6	3.3333	1
34341	fluphenazine	MCF7	24	0.08	4
34342	fluphenazine	MCF7	24	0.4	4
34343	fluphenazine	MCF7	24	10.0	26
34344	fluphenazine	MCF7	24	2.0	4
34345	fluphenazine	MCF7	6	0.08	4
34346	fluphenazine	MCF7	6	0.4	4
34347	fluphenazine	MCF7	6	10.0	27
34348	fluphenazine	MCF7	6	2.0	4
34349	fluphenazine	PC3	24	0.08	12
34350	fluphenazine	PC3	24	0.4	12
34351	fluphenazine	PC3	24	10.0	34
34352	fluphenazine	PC3	24	2.0	12
34353	fluphenazine	PC3	6	0.08	8
34354	fluphenazine	PC3	6	0.4	8
34355	fluphenazine	PC3	6	10.0	25
34356	fluphenazine	PC3	6	2.0	8
34357	fluphenazine	VCAP	24	1.0	4
34358	fluphenazine	VCAP	24	10.0	17
34359	fluphenazine	VCAP	24	20.0	4
34360	fluphenazine	VCAP	24	5.0	4
34361	fluphenazine	VCAP	48	1.0	4
34362	fluphenazine	VCAP	48	20.0	4
34363	fluphenazine	VCAP	48	5.0	4
34364	fluphenazine	VCAP	6	1.0	4
34365	fluphenazine	VCAP	6	10.0	18
34366	fluphenazine	VCAP	6	20.0	4
34367	fluphenazine	VCAP	6	5.0	4
34368	fluspirilene	A375	6	10.0	7
34369	fluspirilene	A375	6	4.21	7
34370	fluspirilene	A549	24	10.0	2
34371	fluspirilene	A549	24	4.21	3
34372	fluspirilene	A549	6	10.0	3
34373	fluspirilene	A549	6	4.21	4
34374	fluspirilene	HA1E	24	10.0	3
34375	fluspirilene	HA1E	24	4.21	5
34376	fluspirilene	HA1E	6	10.0	3
34377	fluspirilene	HA1E	6	4.21	5
34378	fluspirilene	HCC515	24	10.0	3
34379	fluspirilene	HCC515	24	4.21	5
34380	fluspirilene	HCC515	6	10.0	3
34381	fluspirilene	HCC515	6	4.21	4
34382	fluspirilene	HEPG2	6	10.0	6
34383	fluspirilene	HEPG2	6	4.21	3
34384	fluspirilene	HT29	6	10.0	9
34385	fluspirilene	HT29	6	4.21	5
34386	fluspirilene	MCF7	24	10.0	7
34387	fluspirilene	MCF7	24	4.21	6
34388	fluspirilene	MCF7	6	10.0	9
34389	fluspirilene	MCF7	6	4.21	5
34390	fluspirilene	PC3	24	10.0	7
34391	fluspirilene	PC3	24	4.21	6
34392	fluspirilene	PC3	6	10.0	8
34393	fluspirilene	PC3	6	4.21	4
34394	fluspirilene	VCAP	24	10.0	6
34395	fluspirilene	VCAP	24	4.21	4
34396	fluspirilene	VCAP	6	10.0	4
34397	fluspirilene	VCAP	6	4.21	4
34398	flutamide	A375	6	10.0	8
34399	flutamide	A375	6	28.96	7
34400	flutamide	A549	24	10.0	3
34401	flutamide	A549	24	28.96	3
34402	flutamide	A549	6	0.0015	3
34403	flutamide	A549	6	0.0046	3
34404	flutamide	A549	6	0.0137	3
34405	flutamide	A549	6	0.0412	3
34406	flutamide	A549	6	0.1235	3
34407	flutamide	A549	6	0.3704	3
34408	flutamide	A549	6	1.1111	3
34409	flutamide	A549	6	10.0	5
34410	flutamide	A549	6	28.96	4
34411	flutamide	A549	6	3.3333	3
34412	flutamide	HA1E	24	10.0	3
34413	flutamide	HA1E	24	28.96	5
34414	flutamide	HA1E	6	10.0	3
34415	flutamide	HA1E	6	28.96	5
34416	flutamide	HCC515	24	10.0	3
34417	flutamide	HCC515	24	28.96	5
34418	flutamide	HCC515	6	0.0015	3
34419	flutamide	HCC515	6	0.0046	3
34420	flutamide	HCC515	6	0.0137	3
34421	flutamide	HCC515	6	0.0412	3
34422	flutamide	HCC515	6	0.1235	3
34423	flutamide	HCC515	6	0.3704	3
34424	flutamide	HCC515	6	1.1111	3
34425	flutamide	HCC515	6	10.0	6
34426	flutamide	HCC515	6	28.96	4
34427	flutamide	HCC515	6	3.3333	3
34428	flutamide	HEPG2	6	10.0	6
34429	flutamide	HEPG2	6	28.96	3
34430	flutamide	HT29	6	10.0	9
34431	flutamide	HT29	6	28.96	6
34432	flutamide	MCF7	24	0.0015	1
34433	flutamide	MCF7	24	0.0046	1
34434	flutamide	MCF7	24	0.0137	1
34435	flutamide	MCF7	24	0.0412	1
34436	flutamide	MCF7	24	0.1235	1
34437	flutamide	MCF7	24	0.3704	1
34438	flutamide	MCF7	24	1.1111	1
34439	flutamide	MCF7	24	10.0	8
34440	flutamide	MCF7	24	28.96	6
34441	flutamide	MCF7	24	3.3333	1
34442	flutamide	MCF7	6	0.0015	2
34443	flutamide	MCF7	6	0.0046	2
34444	flutamide	MCF7	6	0.0137	2
34445	flutamide	MCF7	6	0.0412	2
34446	flutamide	MCF7	6	0.1235	2
34447	flutamide	MCF7	6	0.3704	2
34448	flutamide	MCF7	6	1.1111	2
34449	flutamide	MCF7	6	10.0	13
34450	flutamide	MCF7	6	28.96	5
34451	flutamide	MCF7	6	3.3333	2
34452	flutamide	PC3	24	0.0015	1
34453	flutamide	PC3	24	0.0046	1
34454	flutamide	PC3	24	0.0137	1
34455	flutamide	PC3	24	0.0412	1
34456	flutamide	PC3	24	0.1235	1
34457	flutamide	PC3	24	0.3704	1
34458	flutamide	PC3	24	1.1111	1
34459	flutamide	PC3	24	10.0	9
34460	flutamide	PC3	24	28.96	6
34461	flutamide	PC3	24	3.3333	1
34462	flutamide	PC3	6	0.0015	2
34463	flutamide	PC3	6	0.0046	2
34464	flutamide	PC3	6	0.0137	2
34465	flutamide	PC3	6	0.0412	2
34466	flutamide	PC3	6	0.1235	2
34467	flutamide	PC3	6	0.3704	2
34468	flutamide	PC3	6	1.1111	2
34469	flutamide	PC3	6	10.0	7
34470	flutamide	PC3	6	28.96	4
34471	flutamide	PC3	6	3.3333	2
34472	flutamide	VCAP	24	10.0	6
34473	flutamide	VCAP	24	28.96	5
34474	flutamide	VCAP	6	10.0	4
34475	flutamide	VCAP	6	28.96	4
34476	foretinib	BT20	24	0.08	3
34477	foretinib	BT20	24	0.4	3
34478	foretinib	BT20	24	10.0	3
34479	foretinib	BT20	24	2.0	3
34480	foretinib	BT20	6	0.08	3
34481	foretinib	BT20	6	0.4	3
34482	foretinib	BT20	6	10.0	3
34483	foretinib	BT20	6	2.0	3
34484	foretinib	HS578T	24	0.08	3
34485	foretinib	HS578T	24	0.4	3
34486	foretinib	HS578T	24	10.0	3
34487	foretinib	HS578T	24	2.0	2
34488	foretinib	HS578T	6	0.08	3
34489	foretinib	HS578T	6	0.4	3
34490	foretinib	HS578T	6	10.0	3
34491	foretinib	HS578T	6	2.0	3
34492	foretinib	MCF10A	24	0.08	2
34493	foretinib	MCF10A	24	0.4	2
34494	foretinib	MCF10A	24	10.0	2
34495	foretinib	MCF10A	24	2.0	2
34496	foretinib	MCF10A	6	0.08	3
34497	foretinib	MCF10A	6	0.4	3
34498	foretinib	MCF10A	6	10.0	3
34499	foretinib	MCF10A	6	2.0	3
34500	foretinib	MCF7	24	0.08	2
34501	foretinib	MCF7	24	0.4	2
34502	foretinib	MCF7	24	10.0	2
34503	foretinib	MCF7	24	2.0	2
34504	foretinib	MCF7	6	0.08	3
34505	foretinib	MCF7	6	0.4	3
34506	foretinib	MCF7	6	10.0	3
34507	foretinib	MCF7	6	2.0	3
34508	foretinib	MDAMB231	24	0.08	3
34509	foretinib	MDAMB231	24	0.4	3
34510	foretinib	MDAMB231	24	10.0	3
34511	foretinib	MDAMB231	24	2.0	3
34512	foretinib	MDAMB231	6	0.08	3
34513	foretinib	MDAMB231	6	0.4	3
34514	foretinib	MDAMB231	6	10.0	3
34515	foretinib	MDAMB231	6	2.0	3
34516	foretinib	SKBR3	24	0.08	3
34517	foretinib	SKBR3	24	0.4	3
34518	foretinib	SKBR3	24	10.0	3
34519	foretinib	SKBR3	24	2.0	3
34520	foretinib	SKBR3	6	0.08	3
34521	foretinib	SKBR3	6	0.4	3
34522	foretinib	SKBR3	6	10.0	3
34523	foretinib	SKBR3	6	2.0	3
34524	forskolin	MCF7	24	0.3704	3
34525	forskolin	MCF7	24	1.1111	3
34526	forskolin	MCF7	24	10.0	21
34527	forskolin	MCF7	24	3.3333	3
34528	forskolin	MCF7	6	0.3704	3
34529	forskolin	MCF7	6	1.1111	3
34530	forskolin	MCF7	6	10.0	21
34531	forskolin	MCF7	6	3.3333	3
34532	forskolin	NKDBA	24	0.3704	1
34533	forskolin	NKDBA	24	1.1111	2
34534	forskolin	NKDBA	24	10.0	1
34535	forskolin	NKDBA	24	3.3333	2
34536	fostamatinib	BT20	24	0.08	4
34537	fostamatinib	BT20	24	0.4	4
34538	fostamatinib	BT20	24	10.0	4
34539	fostamatinib	BT20	24	2.0	4
34540	fostamatinib	BT20	6	0.08	4
34541	fostamatinib	BT20	6	0.4	4
34542	fostamatinib	BT20	6	10.0	4
34543	fostamatinib	BT20	6	2.0	4
34544	fostamatinib	HS578T	24	0.08	3
34545	fostamatinib	HS578T	24	0.4	3
34546	fostamatinib	HS578T	24	10.0	3
34547	fostamatinib	HS578T	24	2.0	3
34548	fostamatinib	HS578T	6	0.08	3
34549	fostamatinib	HS578T	6	0.4	3
34550	fostamatinib	HS578T	6	10.0	3
34551	fostamatinib	HS578T	6	2.0	3
34552	fostamatinib	MCF10A	24	0.08	4
34553	fostamatinib	MCF10A	24	0.4	4
34554	fostamatinib	MCF10A	24	10.0	4
34555	fostamatinib	MCF10A	24	2.0	4
34556	fostamatinib	MCF10A	6	0.08	4
34557	fostamatinib	MCF10A	6	0.4	4
34558	fostamatinib	MCF10A	6	10.0	4
34559	fostamatinib	MCF10A	6	2.0	4
34560	fostamatinib	MCF7	24	0.08	2
34561	fostamatinib	MCF7	24	0.4	2
34562	fostamatinib	MCF7	24	10.0	8
34563	fostamatinib	MCF7	24	2.0	2
34564	fostamatinib	MCF7	6	0.08	4
34565	fostamatinib	MCF7	6	0.4	4
34566	fostamatinib	MCF7	6	10.0	9
34567	fostamatinib	MCF7	6	2.0	4
34568	fostamatinib	MDAMB231	24	0.08	4
34569	fostamatinib	MDAMB231	24	0.4	4
34570	fostamatinib	MDAMB231	24	10.0	4
34571	fostamatinib	MDAMB231	24	2.0	4
34572	fostamatinib	MDAMB231	6	0.08	4
34573	fostamatinib	MDAMB231	6	0.4	4
34574	fostamatinib	MDAMB231	6	10.0	4
34575	fostamatinib	MDAMB231	6	2.0	4
34576	fostamatinib	SKBR3	24	0.08	5
34577	fostamatinib	SKBR3	24	0.4	5
34578	fostamatinib	SKBR3	24	10.0	5
34579	fostamatinib	SKBR3	24	2.0	5
34580	fostamatinib	SKBR3	6	0.08	4
34581	fostamatinib	SKBR3	6	0.4	4
34582	fostamatinib	SKBR3	6	10.0	4
34583	fostamatinib	SKBR3	6	2.0	4
34584	fulvestrant	A375	24	0.0399999991059	9
34585	fulvestrant	A375	24	0.119999997318	9
34586	fulvestrant	A375	24	0.37000000476800005	9
34587	fulvestrant	A375	24	0.370370000601	6
34588	fulvestrant	A375	24	1.1100000143100002	9
34589	fulvestrant	A375	24	1.111109972	6
34590	fulvestrant	A375	24	10.0	15
34591	fulvestrant	A375	24	3.32999992371	8
34592	fulvestrant	A375	24	3.3333299160000003	6
34593	fulvestrant	A549	24	0.0399999991059	9
34594	fulvestrant	A549	24	0.119999997318	9
34595	fulvestrant	A549	24	0.37000000476800005	9
34596	fulvestrant	A549	24	0.370370000601	6
34597	fulvestrant	A549	24	1.1100000143100002	9
34598	fulvestrant	A549	24	1.111109972	5
34599	fulvestrant	A549	24	10.0	18
34600	fulvestrant	A549	24	3.32999992371	9
34601	fulvestrant	A549	24	3.3333299160000003	6
34602	fulvestrant	HA1E	24	0.0399999991059	9
34603	fulvestrant	HA1E	24	0.119999997318	9
34604	fulvestrant	HA1E	24	0.37000000476800005	9
34605	fulvestrant	HA1E	24	1.1100000143100002	9
34606	fulvestrant	HA1E	24	10.0	12
34607	fulvestrant	HA1E	24	3.32999992371	9
34608	fulvestrant	HCC515	24	0.0399999991059	9
34609	fulvestrant	HCC515	24	0.119999997318	9
34610	fulvestrant	HCC515	24	0.37000000476800005	9
34611	fulvestrant	HCC515	24	1.1100000143100002	9
34612	fulvestrant	HCC515	24	10.0	12
34613	fulvestrant	HCC515	24	3.32999992371	9
34614	fulvestrant	HEPG2	24	0.0399999991059	9
34615	fulvestrant	HEPG2	24	0.119999997318	9
34616	fulvestrant	HEPG2	24	0.37000000476800005	9
34617	fulvestrant	HEPG2	24	1.1100000143100002	9
34618	fulvestrant	HEPG2	24	10.0	9
34619	fulvestrant	HEPG2	24	3.32999992371	9
34620	fulvestrant	HT29	24	0.0399999991059	9
34621	fulvestrant	HT29	24	0.119999997318	9
34622	fulvestrant	HT29	24	0.37000000476800005	9
34623	fulvestrant	HT29	24	0.370370000601	5
34624	fulvestrant	HT29	24	1.1100000143100002	9
34625	fulvestrant	HT29	24	1.111109972	5
34626	fulvestrant	HT29	24	10.0	14
34627	fulvestrant	HT29	24	3.32999992371	9
34628	fulvestrant	HT29	24	3.3333299160000003	6
34629	fulvestrant	MCF7	24	0.0399999991059	9
34630	fulvestrant	MCF7	24	0.08	4
34631	fulvestrant	MCF7	24	0.119999997318	9
34632	fulvestrant	MCF7	24	0.37000000476800005	9
34633	fulvestrant	MCF7	24	0.370370000601	6
34634	fulvestrant	MCF7	24	0.4	4
34635	fulvestrant	MCF7	24	1.1100000143100002	9
34636	fulvestrant	MCF7	24	1.111109972	6
34637	fulvestrant	MCF7	24	10.0	26
34638	fulvestrant	MCF7	24	2.0	4
34639	fulvestrant	MCF7	24	3.32999992371	9
34640	fulvestrant	MCF7	24	3.3333299160000003	6
34641	fulvestrant	MCF7	6	0.08	4
34642	fulvestrant	MCF7	6	0.4	4
34643	fulvestrant	MCF7	6	10.0	17
34644	fulvestrant	MCF7	6	2.0	4
34645	fulvestrant	NEU	24	0.370370000601	4
34646	fulvestrant	NEU	24	1.111109972	4
34647	fulvestrant	NEU	24	10.0	4
34648	fulvestrant	NEU	24	3.3333299160000003	4
34649	fulvestrant	NPC	24	0.370370000601	6
34650	fulvestrant	NPC	24	1.111109972	6
34651	fulvestrant	NPC	24	10.0	10
34652	fulvestrant	NPC	24	3.3333299160000003	6
34653	fulvestrant	PC3	24	0.0399999991059	9
34654	fulvestrant	PC3	24	0.0799999982119	8
34655	fulvestrant	PC3	24	0.08	12
34656	fulvestrant	PC3	24	0.080000	1
34657	fulvestrant	PC3	24	0.119999997318	9
34658	fulvestrant	PC3	24	0.37000000476800005	9
34659	fulvestrant	PC3	24	0.370370000601	6
34660	fulvestrant	PC3	24	0.4	12
34661	fulvestrant	PC3	24	0.400000	1
34662	fulvestrant	PC3	24	0.40000000596	8
34663	fulvestrant	PC3	24	1.1100000143100002	9
34664	fulvestrant	PC3	24	1.111109972	6
34665	fulvestrant	PC3	24	10.0	43
34666	fulvestrant	PC3	24	10.000000	1
